epoch,Training Loss,Valid. Loss,Training Perplexity,Valid. Perplexity
1,0.55,0.48,1.7332530178673953,1.6160744021928934
2,0.4926963139534063,0.4589513028496117,1.636723279953003,1.5824135541915894
