                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.0505,                0.96327,                 1.0411,                0.89915,                0.88652,                 0.9271,                0.65785,                 1.0626,                0.75046,                 1.0398,             0.00011975,             0.00011975,             0.00011975
                    148,                 1.0709,                0.97344,                 1.0492,                0.91225,                0.87349,                0.92433,                0.65065,                 1.0676,                 0.7463,                 1.0407,             0.00011918,             0.00011918,             0.00011918
                    149,                 1.0529,                 0.9721,                 1.0397,                0.91554,                0.88446,                0.92885,                0.65596,                 1.0575,                0.74214,                 1.0395,              0.0001186,              0.0001186,              0.0001186
                    150,                 1.0571,                0.96706,                 1.0429,                0.87871,                0.89467,                0.92182,                0.65246,                 1.0583,                0.74855,                 1.0369,             0.00011802,             0.00011802,             0.00011802
                    151,                 1.0634,                 0.9654,                  1.048,                0.92639,                0.87111,                0.93053,                0.65969,                   1.06,                0.74111,                 1.0373,             0.00011745,             0.00011745,             0.00011745
                    152,                 1.0585,                0.96949,                 1.0467,                0.90577,                0.88083,                0.92519,                0.65775,                 1.0583,                0.74438,                 1.0364,             0.00011687,             0.00011687,             0.00011687
                    153,                 1.0723,                0.96783,                 1.0511,                0.92205,                0.88108,                0.93199,                0.65764,                 1.0541,                0.74746,                 1.0391,             0.00011629,             0.00011629,             0.00011629
                    154,                 1.0602,                0.96529,                 1.0504,                0.90345,                0.88628,                0.93029,                0.65774,                 1.0523,                0.74004,                 1.0314,             0.00011571,             0.00011571,             0.00011571
                    155,                 1.0704,                0.97195,                 1.0461,                0.92172,                0.88651,                0.93528,                0.65704,                 1.0582,                0.73424,                 1.0357,             0.00011514,             0.00011514,             0.00011514
                    156,                 1.0632,                0.95384,                 1.0492,                0.90492,                0.88999,                0.92805,                0.65819,                 1.0521,                0.74589,                 1.0372,             0.00011456,             0.00011456,             0.00011456
                    157,                  1.044,                0.94494,                 1.0361,                0.90322,                0.89134,                 0.9274,                0.65705,                 1.0589,                0.73496,                 1.0301,             0.00011398,             0.00011398,             0.00011398
                    158,                 1.0639,                 0.9681,                 1.0473,                0.91364,                0.88425,                0.92841,                 0.6571,                 1.0583,                0.74309,                 1.0366,             0.00011341,             0.00011341,             0.00011341
                    159,                 1.0648,                0.95992,                 1.0423,                0.91665,                0.88508,                0.93227,                0.65747,                 1.0608,                0.73757,                 1.0349,             0.00011283,             0.00011283,             0.00011283
                    160,                 1.0515,                0.93663,                 1.0406,                0.91545,                 0.8826,                 0.9299,                0.65852,                 1.0546,                0.73504,                 1.0337,             0.00011225,             0.00011225,             0.00011225
                    161,                 1.0293,                 0.9275,                 1.0267,                0.91076,                0.88965,                0.93217,                0.65929,                 1.0569,                0.72514,                 1.0362,             0.00011168,             0.00011168,             0.00011168
                    162,                 1.0562,                0.95926,                 1.0414,                0.91945,                0.87968,                0.92993,                0.66212,                 1.0504,                0.73189,                 1.0336,              0.0001111,              0.0001111,              0.0001111
                    163,                 1.0386,                0.94298,                 1.0375,                0.90843,                0.87959,                0.92851,                0.65815,                 1.0513,                0.74067,                 1.0361,             0.00011052,             0.00011052,             0.00011052
                    164,                   1.06,                0.95622,                 1.0423,                0.90271,                0.89122,                0.93282,                0.65857,                 1.0592,                0.73251,                 1.0398,             0.00010994,             0.00010994,             0.00010994
                    165,                 1.0627,                0.96012,                 1.0484,                 0.9032,                0.89731,                0.92923,                0.65736,                 1.0587,                0.73072,                  1.036,             0.00010937,             0.00010937,             0.00010937
                    166,                 1.0366,                0.93308,                 1.0425,                  0.908,                0.88395,                0.93237,                0.65968,                 1.0538,                0.72955,                 1.0343,             0.00010879,             0.00010879,             0.00010879
                    167,                 1.0679,                0.95856,                 1.0493,                0.91333,                0.88094,                0.93104,                0.65732,                 1.0532,                0.72937,                 1.0304,             0.00010821,             0.00010821,             0.00010821
                    168,                 1.0488,                  0.943,                 1.0431,                0.90911,                0.88455,                0.93059,                0.65726,                 1.0618,                0.73048,                 1.0358,             0.00010764,             0.00010764,             0.00010764
                    169,                 1.0512,                0.95115,                  1.044,                0.93117,                0.86888,                 0.9333,                0.66038,                 1.0526,                0.73255,                 1.0316,             0.00010706,             0.00010706,             0.00010706
                    170,                 1.0301,                 0.9292,                 1.0348,                0.90649,                0.89105,                0.93382,                 0.6617,                  1.052,                0.72514,                 1.0304,             0.00010648,             0.00010648,             0.00010648
                    171,                 1.0461,                0.93481,                 1.0398,                0.91284,                0.88113,                0.92949,                 0.6578,                 1.0604,                0.72676,                 1.0358,             0.00010591,             0.00010591,             0.00010591
                    172,                 1.0552,                0.94465,                 1.0376,                 0.9086,                0.88514,                0.93077,                0.66112,                  1.041,                0.72163,                 1.0305,             0.00010533,             0.00010533,             0.00010533
                    173,                 1.0457,                0.93892,                 1.0399,                0.90685,                0.89495,                0.93494,                0.66328,                 1.0472,                0.72428,                 1.0274,             0.00010475,             0.00010475,             0.00010475
                    174,                 1.0588,                0.94378,                 1.0447,                0.91713,                0.87704,                0.93352,                0.66206,                 1.0517,                0.73096,                 1.0314,             0.00010417,             0.00010417,             0.00010417
                    175,                 1.0428,                0.92728,                 1.0342,                0.91754,                  0.888,                0.93763,                0.66465,                 1.0433,                0.71362,                 1.0257,              0.0001036,              0.0001036,              0.0001036
                    176,                 1.0402,                0.92236,                 1.0365,                0.92844,                0.87211,                0.93677,                0.66512,                 1.0417,                0.71943,                 1.0251,             0.00010302,             0.00010302,             0.00010302
                    177,                   1.03,                0.91789,                 1.0293,                0.91954,                0.87995,                0.93579,                0.66411,                 1.0464,                0.71554,                 1.0299,             0.00010244,             0.00010244,             0.00010244
                    178,                 1.0358,                0.91683,                 1.0325,                0.91907,                0.88412,                0.93512,                0.66173,                 1.0453,                0.72781,                 1.0356,             0.00010187,             0.00010187,             0.00010187
                    179,                 1.0498,                0.93772,                 1.0402,                0.90738,                0.89191,                0.93646,                0.66342,                 1.0496,                0.72195,                 1.0306,             0.00010129,             0.00010129,             0.00010129
                    180,                 1.0404,                0.93082,                 1.0375,                0.91112,                 0.8935,                0.93484,                0.66305,                 1.0501,                0.72343,                 1.0297,             0.00010071,             0.00010071,             0.00010071
                    181,                 1.0337,                0.91234,                 1.0294,                0.90818,                0.88562,                0.93119,                0.66051,                 1.0447,                0.72995,                 1.0309,             0.00010013,             0.00010013,             0.00010013
                    182,                 1.0268,                 0.9246,                 1.0301,                0.91088,                0.88729,                0.93366,                0.66212,                 1.0476,                0.72376,                  1.031,             9.9558e-05,             9.9558e-05,             9.9558e-05
                    183,                 1.0391,                0.92045,                 1.0335,                0.91625,                 0.8874,                0.93667,                0.66321,                 1.0506,                 0.7209,                  1.028,             9.8981e-05,             9.8981e-05,             9.8981e-05
                    184,                 1.0344,                0.92364,                 1.0319,                0.91329,                0.88755,                0.93328,                0.66452,                 1.0464,                0.72847,                 1.0305,             9.8404e-05,             9.8404e-05,             9.8404e-05
                    185,                 1.0414,                0.91743,                 1.0319,                0.91505,                  0.888,                0.93361,                0.66184,                  1.054,                0.72039,                 1.0334,             9.7827e-05,             9.7827e-05,             9.7827e-05
                    186,                 1.0412,                 0.9194,                 1.0389,                0.91403,                0.88536,                0.93414,                0.66394,                 1.0457,                0.72653,                 1.0296,              9.725e-05,              9.725e-05,              9.725e-05
                    187,                  1.035,                0.92127,                  1.038,                0.90962,                0.88917,                0.93503,                0.66332,                 1.0504,                0.71295,                 1.0309,             9.6673e-05,             9.6673e-05,             9.6673e-05
                    188,                 1.0428,                0.91408,                 1.0356,                0.90581,                0.89022,                0.93345,                0.66287,                 1.0536,                0.72035,                 1.0301,             9.6096e-05,             9.6096e-05,             9.6096e-05
                    189,                  1.044,                0.92167,                 1.0317,                0.91271,                0.88715,                0.93529,                0.66114,                 1.0538,                0.72412,                 1.0334,             9.5519e-05,             9.5519e-05,             9.5519e-05
                    190,                 1.0255,                0.90109,                 1.0328,                0.91542,                0.89009,                0.93627,                0.66356,                 1.0424,                0.71804,                 1.0252,             9.4942e-05,             9.4942e-05,             9.4942e-05
                    191,                 1.0388,                0.91414,                 1.0363,                0.92919,                0.88099,                0.93862,                0.66105,                  1.046,                0.72226,                 1.0325,             9.4365e-05,             9.4365e-05,             9.4365e-05
                    192,                 1.0353,                0.91256,                 1.0321,                0.92507,                0.89056,                0.93735,                0.66261,                 1.0528,                0.72089,                 1.0294,             9.3788e-05,             9.3788e-05,             9.3788e-05
                    193,                 1.0265,                0.90648,                 1.0321,                 0.9208,                0.88669,                0.93348,                0.66213,                  1.054,                 0.7181,                 1.0321,             9.3211e-05,             9.3211e-05,             9.3211e-05
                    194,                 1.0309,                0.91409,                 1.0319,                0.92056,                0.88507,                0.93417,                0.66474,                 1.0433,                0.71404,                 1.0294,             9.2633e-05,             9.2633e-05,             9.2633e-05
                    195,                 1.0303,                0.90397,                 1.0305,                0.92208,                0.88426,                0.93594,                0.66336,                 1.0567,                0.71421,                  1.033,             9.2056e-05,             9.2056e-05,             9.2056e-05
                    196,                 1.0371,                0.90756,                  1.036,                0.91862,                0.88289,                0.93352,                0.66124,                 1.0487,                0.72134,                 1.0318,             9.1479e-05,             9.1479e-05,             9.1479e-05
                    197,                 1.0242,                0.89923,                  1.024,                 0.9076,                0.89403,                0.93414,                0.66259,                 1.0514,                0.71573,                 1.0286,             9.0902e-05,             9.0902e-05,             9.0902e-05
                    198,                 1.0417,                0.90793,                 1.0362,                0.92156,                0.88249,                0.93034,                0.66185,                 1.0464,                 0.7171,                 1.0288,             9.0325e-05,             9.0325e-05,             9.0325e-05
                    199,                 1.0342,                0.91131,                 1.0313,                0.90789,                0.88996,                0.93367,                0.66198,                 1.0491,                0.71869,                 1.0312,             8.9748e-05,             8.9748e-05,             8.9748e-05
                    200,                 1.0392,                0.91466,                 1.0321,                0.91451,                0.89106,                0.93287,                0.66182,                 1.0472,                0.71946,                 1.0283,             8.9171e-05,             8.9171e-05,             8.9171e-05
                    201,                 1.0311,                0.89235,                  1.025,                0.92171,                0.88959,                0.93574,                0.66539,                 1.0427,                0.71352,                 1.0289,             8.8594e-05,             8.8594e-05,             8.8594e-05
                    202,                 1.0335,                0.90561,                  1.031,                 0.9167,                0.88854,                0.93833,                0.66665,                 1.0452,                0.70738,                  1.024,             8.8017e-05,             8.8017e-05,             8.8017e-05
                    203,                 1.0294,                0.89481,                  1.024,                0.91754,                0.89337,                0.93772,                  0.665,                 1.0389,                0.71058,                 1.0279,              8.744e-05,              8.744e-05,              8.744e-05
                    204,                 1.0388,                0.91751,                 1.0372,                0.91074,                0.89145,                 0.9381,                 0.6623,                  1.045,                0.71158,                 1.0305,             8.6863e-05,             8.6863e-05,             8.6863e-05
                    205,                 1.0213,                0.90216,                 1.0295,                0.92122,                0.88791,                0.93962,                0.66523,                 1.0509,                0.71296,                 1.0318,             8.6286e-05,             8.6286e-05,             8.6286e-05
                    206,                 1.0275,                0.89509,                 1.0347,                0.91092,                0.89392,                0.93946,                 0.6648,                 1.0466,                0.71091,                 1.0301,             8.5709e-05,             8.5709e-05,             8.5709e-05
                    207,                 1.0271,                0.89989,                 1.0239,                0.90531,                0.90189,                0.93998,                0.66442,                 1.0459,                0.71237,                 1.0293,             8.5132e-05,             8.5132e-05,             8.5132e-05
                    208,                 1.0363,                 0.8995,                 1.0262,                0.91627,                0.89188,                0.93534,                0.66652,                 1.0457,                0.70809,                 1.0284,             8.4555e-05,             8.4555e-05,             8.4555e-05
                    209,                  1.039,                0.90656,                 1.0354,                0.91703,                0.89367,                0.93599,                0.66643,                 1.0425,                0.70787,                 1.0275,             8.3978e-05,             8.3978e-05,             8.3978e-05
                    210,                 1.0189,                0.88594,                 1.0301,                0.91254,                0.90586,                0.94049,                0.66623,                 1.0473,                0.71007,                 1.0264,             8.3401e-05,             8.3401e-05,             8.3401e-05
                    211,                 1.0284,                0.90295,                 1.0268,                0.91465,                0.89828,                0.93769,                0.66379,                 1.0522,                0.70947,                 1.0288,             8.2824e-05,             8.2824e-05,             8.2824e-05
                    212,                 1.0277,                0.89572,                 1.0295,                0.91431,                0.89833,                 0.9384,                0.66284,                 1.0456,                0.71432,                 1.0307,             8.2247e-05,             8.2247e-05,             8.2247e-05
                    213,                 1.0358,                0.89912,                 1.0261,                0.91513,                0.89685,                 0.9397,                0.66321,                 1.0414,                0.70726,                 1.0268,              8.167e-05,              8.167e-05,              8.167e-05
                    214,                 1.0135,                0.89005,                 1.0308,                0.91935,                0.89903,                0.94192,                0.66524,                 1.0471,                0.70496,                 1.0258,             8.1093e-05,             8.1093e-05,             8.1093e-05
                    215,                  1.018,                0.88769,                  1.024,                0.91913,                0.90125,                0.93961,                0.66548,                 1.0446,                0.70141,                 1.0267,             8.0516e-05,             8.0516e-05,             8.0516e-05
                    216,                 1.0084,                 0.8829,                 1.0208,                0.90381,                0.90713,                 0.9383,                0.66768,                 1.0401,                0.70764,                 1.0258,             7.9939e-05,             7.9939e-05,             7.9939e-05
                    217,                 1.0144,                0.88027,                  1.021,                0.92692,                0.89606,                0.94082,                 0.6678,                 1.0425,                0.70907,                  1.026,             7.9362e-05,             7.9362e-05,             7.9362e-05
                    218,                 1.0188,                0.88926,                 1.0251,                0.91263,                0.89697,                0.93757,                 0.6636,                 1.0427,                0.70998,                 1.0263,             7.8785e-05,             7.8785e-05,             7.8785e-05
                    219,                 1.0221,                0.88931,                 1.0267,                0.91788,                 0.8851,                0.93498,                0.66301,                 1.0462,                0.71525,                   1.03,             7.8208e-05,             7.8208e-05,             7.8208e-05
                    220,                 1.0236,                0.89138,                 1.0251,                0.90547,                0.90171,                0.93684,                0.66362,                 1.0474,                0.70662,                 1.0303,             7.7631e-05,             7.7631e-05,             7.7631e-05
                    221,                   1.03,                0.88162,                 1.0256,                0.92293,                0.89219,                0.94026,                0.66359,                 1.0505,                0.71177,                  1.032,             7.7054e-05,             7.7054e-05,             7.7054e-05
                    222,                 1.0275,                0.89061,                 1.0306,                0.91374,                0.89899,                0.93828,                0.66561,                 1.0452,                0.70987,                 1.0289,             7.6477e-05,             7.6477e-05,             7.6477e-05
                    223,                 1.0261,                0.89536,                 1.0349,                0.90524,                0.90897,                0.93864,                0.66416,                  1.045,                0.70888,                 1.0276,               7.59e-05,               7.59e-05,               7.59e-05
                    224,                 1.0126,                0.87935,                  1.021,                0.90727,                0.90822,                 0.9389,                0.66212,                 1.0492,                0.70812,                 1.0279,             7.5323e-05,             7.5323e-05,             7.5323e-05
                    225,                 1.0094,                0.87167,                 1.0242,                0.91744,                0.89777,                0.93836,                0.66445,                 1.0447,                0.70358,                 1.0285,             7.4746e-05,             7.4746e-05,             7.4746e-05
                    226,                 1.0121,                0.88284,                 1.0273,                0.91993,                0.89941,                0.93855,                0.66616,                 1.0418,                0.70768,                 1.0282,             7.4169e-05,             7.4169e-05,             7.4169e-05
                    227,                 1.0087,                0.87361,                 1.0227,                0.92531,                0.89255,                0.93824,                0.66348,                 1.0415,                0.70745,                 1.0288,             7.3592e-05,             7.3592e-05,             7.3592e-05
                    228,                 1.0071,                0.87244,                 1.0203,                0.91551,                0.89587,                0.93571,                0.66436,                 1.0387,                0.70519,                 1.0273,             7.3015e-05,             7.3015e-05,             7.3015e-05
                    229,                 1.0078,                0.87136,                 1.0252,                0.91596,                0.89982,                 0.9369,                0.66491,                 1.0382,                0.70236,                 1.0243,             7.2437e-05,             7.2437e-05,             7.2437e-05
                    230,                 1.0105,                0.86799,                 1.0175,                0.91231,                0.90529,                0.93832,                0.66524,                 1.0398,                0.70302,                 1.0272,              7.186e-05,              7.186e-05,              7.186e-05
                    231,                 1.0187,                0.87962,                 1.0253,                 0.9232,                0.89911,                0.94072,                0.66925,                 1.0369,                0.70346,                 1.0253,             7.1283e-05,             7.1283e-05,             7.1283e-05
                    232,                 1.0178,                0.87492,                 1.0218,                0.91708,                0.90238,                 0.9395,                 0.6678,                 1.0367,                0.70698,                 1.0279,             7.0706e-05,             7.0706e-05,             7.0706e-05
                    233,                 1.0144,                0.87539,                 1.0198,                0.91631,                0.90139,                0.93788,                0.66833,                 1.0362,                0.69961,                 1.0242,             7.0129e-05,             7.0129e-05,             7.0129e-05
                    234,                 1.0215,                 0.8817,                 1.0284,                0.92011,                0.90067,                0.93911,                0.66764,                  1.045,                0.70238,                 1.0288,             6.9552e-05,             6.9552e-05,             6.9552e-05
                    235,                 1.0186,                0.88158,                 1.0254,                0.92176,                0.89379,                0.93991,                0.66776,                 1.0366,                 0.6979,                 1.0257,             6.8975e-05,             6.8975e-05,             6.8975e-05
                    236,                 1.0094,                0.86916,                 1.0251,                 0.9203,                0.89889,                0.94082,                0.66496,                 1.0456,                0.70097,                  1.028,             6.8398e-05,             6.8398e-05,             6.8398e-05
                    237,                   1.01,                0.87649,                 1.0193,                0.92302,                0.89694,                0.93997,                 0.6669,                 1.0425,                0.70455,                 1.0272,             6.7821e-05,             6.7821e-05,             6.7821e-05
                    238,                 1.0192,                0.87403,                 1.0306,                0.91154,                0.90052,                0.93954,                0.66876,                 1.0356,                0.69969,                 1.0249,             6.7244e-05,             6.7244e-05,             6.7244e-05
                    239,                 1.0108,                0.87024,                 1.0193,                0.91988,                0.89304,                0.93903,                0.66626,                 1.0393,                0.69698,                 1.0247,             6.6667e-05,             6.6667e-05,             6.6667e-05
                    240,                 1.0059,                0.87038,                 1.0239,                0.91216,                0.89967,                0.93914,                0.66847,                 1.0404,                0.69683,                 1.0236,              6.609e-05,              6.609e-05,              6.609e-05
                    241,                 1.0045,                0.87162,                 1.0185,                0.91049,                0.90516,                 0.9384,                0.67001,                 1.0401,                0.70068,                 1.0289,             6.5513e-05,             6.5513e-05,             6.5513e-05
                    242,                 1.0112,                0.85575,                 1.0244,                0.91244,                0.90189,                0.93695,                0.67251,                 1.0326,                 0.6965,                 1.0245,             6.4936e-05,             6.4936e-05,             6.4936e-05
                    243,                  1.012,                 0.8785,                 1.0196,                0.90447,                0.91001,                0.93752,                0.66895,                 1.0314,                0.69204,                 1.0248,             6.4359e-05,             6.4359e-05,             6.4359e-05
                    244,                 1.0109,                0.87034,                 1.0268,                0.91334,                0.90495,                0.93916,                0.66819,                 1.0373,                0.69698,                 1.0259,             6.3782e-05,             6.3782e-05,             6.3782e-05
                    245,                 1.0208,                0.87721,                 1.0188,                0.90948,                0.90136,                0.93595,                0.66628,                 1.0391,                0.69577,                 1.0262,             6.3205e-05,             6.3205e-05,             6.3205e-05
                    246,                 1.0091,                0.85567,                 1.0215,                0.91245,                0.90267,                0.93906,                0.66797,                  1.041,                0.69521,                  1.027,             6.2628e-05,             6.2628e-05,             6.2628e-05
                    247,                 1.0299,                0.87297,                 1.0233,                0.91791,                 0.8991,                0.94038,                0.66631,                 1.0427,                0.70215,                 1.0282,             6.2051e-05,             6.2051e-05,             6.2051e-05
                    248,                 1.0214,                0.86785,                 1.0219,                0.92084,                0.90287,                0.94172,                0.67153,                 1.0391,                0.69026,                 1.0232,             6.1474e-05,             6.1474e-05,             6.1474e-05
                    249,                 1.0106,                0.86835,                 1.0188,                0.92216,                0.89688,                0.93908,                0.66959,                 1.0383,                0.69465,                 1.0244,             6.0897e-05,             6.0897e-05,             6.0897e-05
                    250,                 1.0068,                0.86372,                 1.0193,                0.91486,                0.90017,                0.93807,                0.66674,                 1.0449,                0.69675,                 1.0252,              6.032e-05,              6.032e-05,              6.032e-05
                    251,                 1.0053,                0.86277,                 1.0211,                0.92619,                0.89182,                0.94097,                0.67118,                 1.0343,                 0.6921,                 1.0248,             5.9743e-05,             5.9743e-05,             5.9743e-05
                    252,                 1.0067,                0.86359,                 1.0236,                0.92446,                0.89028,                0.93873,                0.66912,                 1.0406,                0.69363,                  1.026,             5.9166e-05,             5.9166e-05,             5.9166e-05
                    253,                 1.0225,                0.87743,                 1.0253,                 0.9067,                0.91149,                0.94106,                0.67059,                 1.0397,                0.69406,                  1.027,             5.8589e-05,             5.8589e-05,             5.8589e-05
                    254,                 1.0116,                0.86043,                 1.0244,                0.92477,                0.89575,                0.94327,                0.66963,                  1.041,                0.69246,                 1.0252,             5.8012e-05,             5.8012e-05,             5.8012e-05
                    255,                 1.0188,                0.87018,                  1.021,                0.91898,                0.89781,                0.94113,                0.67029,                 1.0357,                0.69783,                 1.0256,             5.7435e-05,             5.7435e-05,             5.7435e-05
                    256,                 1.0008,                0.85534,                  1.015,                0.91454,                0.90482,                0.94222,                0.67126,                 1.0347,                0.69036,                 1.0217,             5.6858e-05,             5.6858e-05,             5.6858e-05
                    257,                 1.0268,                0.88143,                 1.0255,                0.90545,                0.90808,                0.94179,                0.66992,                 1.0383,                0.69298,                 1.0245,             5.6281e-05,             5.6281e-05,             5.6281e-05
                    258,                 1.0143,                0.86898,                  1.025,                0.92348,                0.89874,                0.94276,                0.66946,                 1.0407,                 0.6921,                 1.0212,             5.5704e-05,             5.5704e-05,             5.5704e-05
                    259,                 1.0079,                0.84602,                 1.0192,                 0.9151,                0.90417,                0.94326,                0.66945,                 1.0364,                0.69305,                 1.0236,             5.5127e-05,             5.5127e-05,             5.5127e-05
                    260,                 1.0219,                0.86181,                  1.026,                 0.9049,                0.90864,                0.94292,                0.66627,                 1.0412,                0.69456,                 1.0243,              5.455e-05,              5.455e-05,              5.455e-05
                    261,                0.99939,                0.84968,                 1.0168,                0.91637,                0.90572,                0.94287,                 0.6696,                 1.0377,                0.69169,                 1.0227,             5.3973e-05,             5.3973e-05,             5.3973e-05
                    262,                 1.0184,                0.86912,                 1.0176,                0.91556,                0.90556,                0.94445,                0.67011,                   1.04,                0.69255,                 1.0246,             5.3396e-05,             5.3396e-05,             5.3396e-05
                    263,                 1.0174,                0.85764,                  1.026,                0.92608,                0.89408,                0.94299,                0.67061,                  1.037,                0.68907,                 1.0206,             5.2819e-05,             5.2819e-05,             5.2819e-05
                    264,                 1.0081,                0.86114,                 1.0129,                0.92527,                0.89664,                0.94243,                0.67078,                 1.0369,                  0.691,                 1.0233,             5.2241e-05,             5.2241e-05,             5.2241e-05
                    265,                 1.0107,                0.85955,                 1.0138,                0.91969,                0.89924,                0.94285,                0.66811,                 1.0358,                0.69052,                  1.021,             5.1664e-05,             5.1664e-05,             5.1664e-05
                    266,                 1.0049,                0.84967,                 1.0167,                0.91597,                0.89782,                0.94125,                0.67028,                 1.0328,                0.69153,                 1.0203,             5.1087e-05,             5.1087e-05,             5.1087e-05
                    267,                0.99348,                0.84848,                 1.0142,                0.92079,                0.89772,                0.94306,                 0.6688,                 1.0394,                 0.6939,                 1.0234,              5.051e-05,              5.051e-05,              5.051e-05
                    268,                 1.0138,                0.87177,                 1.0221,                0.91621,                0.90572,                0.94009,                0.66878,                  1.039,                0.69263,                 1.0237,             4.9933e-05,             4.9933e-05,             4.9933e-05
                    269,                  1.004,                0.84717,                 1.0138,                0.91678,                0.90572,                0.94226,                0.66954,                 1.0391,                0.69409,                 1.0231,             4.9356e-05,             4.9356e-05,             4.9356e-05
                    270,                0.99978,                0.84762,                 1.0166,                0.91617,                 0.9056,                0.94355,                0.66832,                 1.0364,                0.69241,                 1.0237,             4.8779e-05,             4.8779e-05,             4.8779e-05
                    271,                 1.0071,                0.85293,                 1.0191,                0.92261,                0.90262,                0.94352,                0.67044,                 1.0379,                0.69065,                 1.0212,             4.8202e-05,             4.8202e-05,             4.8202e-05
                    272,                 1.0007,                0.83994,                 1.0083,                 0.9211,                0.89825,                0.94356,                0.66942,                 1.0399,                0.69433,                 1.0213,             4.7625e-05,             4.7625e-05,             4.7625e-05
                    273,                 1.0147,                0.85938,                 1.0207,                0.91797,                0.90122,                0.94346,                0.66891,                 1.0373,                0.69303,                 1.0207,             4.7048e-05,             4.7048e-05,             4.7048e-05
                    274,                0.99898,                0.85331,                 1.0139,                0.91781,                0.90732,                0.94082,                0.66726,                 1.0371,                0.69365,                 1.0211,             4.6471e-05,             4.6471e-05,             4.6471e-05
                    275,                0.99041,                0.85031,                 1.0206,                0.91697,                0.91067,                0.94388,                0.67047,                 1.0349,                0.68838,                 1.0193,             4.5894e-05,             4.5894e-05,             4.5894e-05
                    276,                 1.0084,                0.85567,                 1.0177,                0.91939,                0.90621,                0.94328,                0.66938,                 1.0379,                0.69221,                 1.0229,             4.5317e-05,             4.5317e-05,             4.5317e-05
                    277,                0.99798,                  0.858,                 1.0202,                0.92195,                0.90277,                0.94326,                 0.6709,                 1.0391,                0.69023,                 1.0217,              4.474e-05,              4.474e-05,              4.474e-05
                    278,                 0.9935,                0.84107,                 1.0113,                0.90927,                0.91588,                0.94418,                0.67125,                 1.0404,                0.68881,                 1.0218,             4.4163e-05,             4.4163e-05,             4.4163e-05
                    279,                 1.0183,                0.86517,                 1.0185,                 0.9122,                0.90687,                0.94313,                0.67016,                 1.0419,                0.69368,                 1.0261,             4.3586e-05,             4.3586e-05,             4.3586e-05
                    280,                 1.0033,                 0.8521,                 1.0208,                  0.909,                0.90642,                0.94191,                0.67044,                 1.0357,                0.69294,                 1.0236,             4.3009e-05,             4.3009e-05,             4.3009e-05
                    281,                 1.0021,                0.83883,                 1.0156,                 0.9142,                 0.9075,                0.94287,                0.66963,                 1.0337,                0.68865,                 1.0207,             4.2432e-05,             4.2432e-05,             4.2432e-05
                    282,                0.99381,                0.84971,                 1.0191,                0.92204,                 0.9032,                0.94375,                0.67061,                 1.0362,                0.68773,                 1.0218,             4.1855e-05,             4.1855e-05,             4.1855e-05
                    283,                 1.0008,                0.84182,                 1.0191,                0.91083,                0.90991,                0.94261,                0.67097,                 1.0327,                0.68963,                 1.0205,             4.1278e-05,             4.1278e-05,             4.1278e-05
                    284,                0.98281,                0.83222,                 1.0095,                0.91435,                0.90476,                0.94268,                0.67177,                 1.0353,                0.68812,                 1.0224,             4.0701e-05,             4.0701e-05,             4.0701e-05
                    285,                0.98856,                0.83538,                 1.0146,                0.91621,                0.90771,                0.94139,                0.67009,                 1.0359,                0.68758,                 1.0218,             4.0124e-05,             4.0124e-05,             4.0124e-05
                    286,                 1.0032,                0.85093,                 1.0126,                0.91872,                0.91184,                0.94401,                0.67194,                 1.0353,                0.68614,                 1.0214,             3.9547e-05,             3.9547e-05,             3.9547e-05
                    287,                 1.0086,                0.84277,                  1.018,                0.91376,                0.91325,                0.94272,                0.66968,                 1.0355,                  0.688,                 1.0211,              3.897e-05,              3.897e-05,              3.897e-05
                    288,                 1.0035,                0.84406,                 1.0144,                 0.9174,                0.90972,                0.94027,                0.66998,                 1.0327,                0.68679,                 1.0217,             3.8393e-05,             3.8393e-05,             3.8393e-05
                    289,                  1.018,                0.85783,                 1.0141,                0.92183,                0.90411,                0.94298,                0.66988,                 1.0388,                0.69119,                 1.0232,             3.7816e-05,             3.7816e-05,             3.7816e-05
                    290,                0.99959,                0.83988,                 1.0222,                0.92229,                0.90284,                0.94246,                0.67111,                 1.0325,                0.68705,                 1.0214,             3.7239e-05,             3.7239e-05,             3.7239e-05
                    291,                 0.9988,                0.84696,                 1.0132,                0.91329,                0.90721,                0.94172,                0.67181,                 1.0318,                0.68799,                 1.0204,             3.6662e-05,             3.6662e-05,             3.6662e-05
                    292,                0.97335,                0.81654,                 1.0065,                0.91113,                 0.9137,                0.94279,                0.67057,                 1.0357,                0.68767,                 1.0196,             3.6085e-05,             3.6085e-05,             3.6085e-05
                    293,                0.99022,                0.84357,                  1.009,                0.91438,                0.90615,                0.94114,                0.67281,                 1.0364,                0.68918,                 1.0219,             3.5508e-05,             3.5508e-05,             3.5508e-05
                    294,                0.99185,                0.84159,                 1.0144,                0.91388,                0.90808,                0.94135,                0.67304,                 1.0354,                0.68518,                 1.0216,             3.4931e-05,             3.4931e-05,             3.4931e-05
